time,workload,stores
2025-11-04 21:16:30,5,1
2025-11-04 21:17:00,5,1
2025-11-04 21:17:30,5,1
2025-11-04 21:18:00,5,1
2025-11-04 21:18:30,5,1
2025-11-04 21:19:00,6,1
2025-11-04 21:19:30,4,1
2025-11-04 21:20:00,3,1
2025-11-04 21:20:30,4,1
2025-11-04 21:21:00,5,1
2025-11-04 21:21:30,6,1
2025-11-04 21:22:00,9,1
2025-11-04 21:22:30,8,1
2025-11-04 21:23:00,7,1
2025-11-04 21:23:30,7,1
2025-11-04 21:24:00,7,2
2025-11-04 21:24:30,8,2
2025-11-04 21:25:00,8,2
2025-11-04 21:25:30,7,2
2025-11-04 21:26:00,7,2
2025-11-04 21:26:30,7,2
2025-11-04 21:27:00,9,2
2025-11-04 21:27:30,8,2
2025-11-04 21:28:00,8,2
2025-11-04 21:28:30,8,2
2025-11-04 21:29:00,6,2
2025-11-04 21:29:30,5,2
2025-11-04 21:30:00,6,2
2025-11-04 21:30:30,6,2
2025-11-04 21:31:00,7,2
2025-11-04 21:31:30,8,2
2025-11-04 21:32:00,8,1
2025-11-04 21:32:30,8,1
2025-11-04 21:33:00,8,2
2025-11-04 21:33:30,7,2
2025-11-04 21:34:00,6,2
2025-11-04 21:34:30,8,2
2025-11-04 21:35:00,7,2
2025-11-04 21:35:30,7,2
2025-11-04 21:36:00,7,2
2025-11-04 21:36:30,7,2
2025-11-04 21:37:00,7,2
2025-11-04 21:37:30,7,2
2025-11-04 21:38:00,7,2
2025-11-04 21:38:30,7,1
2025-11-04 21:39:00,7,1
2025-11-04 21:39:30,6,1
2025-11-04 21:40:00,6,1
2025-11-04 21:40:30,7,1
2025-11-04 21:41:00,6,1
2025-11-04 21:41:30,6,2
2025-11-04 21:42:00,5,2
2025-11-04 21:42:30,4,2
2025-11-04 21:43:00,4,2
2025-11-04 21:43:30,5,2
2025-11-04 21:44:00,5,2
2025-11-04 21:44:30,5,2
2025-11-04 21:45:00,4,2
2025-11-04 21:45:30,3,2
2025-11-04 21:46:00,3,2
2025-11-04 21:46:30,3,1
2025-11-04 21:47:00,3,1
2025-11-04 21:47:30,3,1
2025-11-04 21:48:00,2,1
2025-11-04 21:48:30,3,1
2025-11-04 21:49:00,2,1
2025-11-04 21:49:30,2,1
2025-11-04 21:50:00,2,1
2025-11-04 21:50:30,1,1
2025-11-04 21:51:00,1,1
2025-11-04 21:51:30,0,1
2025-11-04 21:52:00,0,1
2025-11-04 21:52:30,0,1
2025-11-04 21:53:00,0,1
2025-11-04 21:53:30,0,1
2025-11-04 21:54:00,0,1
2025-11-04 21:54:30,0,1
2025-11-04 21:55:00,0,1
2025-11-04 21:55:30,1,1
2025-11-04 21:56:00,1,1
2025-11-04 21:56:30,1,1
2025-11-04 21:57:00,1,1
2025-11-04 21:57:30,1,1
2025-11-04 21:58:00,1,1
2025-11-04 21:58:30,1,1
2025-11-04 21:59:00,1,1
2025-11-04 21:59:30,1,1
2025-11-04 22:00:00,1,1
2025-11-04 22:00:30,1,1
2025-11-04 22:01:00,1,1
2025-11-04 22:01:30,1,1
2025-11-04 22:02:00,1,1
2025-11-04 22:02:30,1,1
2025-11-04 22:03:00,1,1
2025-11-04 22:03:30,0,1
2025-11-04 22:04:00,0,1
2025-11-04 22:04:30,0,1
2025-11-04 22:05:00,0,1
2025-11-04 22:05:30,0,1
2025-11-04 22:06:00,0,1
2025-11-04 22:06:30,0,1
2025-11-04 22:07:00,0,1
2025-11-04 22:07:30,0,1
2025-11-04 22:08:00,0,1
2025-11-04 22:08:30,0,1
2025-11-04 22:09:00,0,1
2025-11-04 22:09:30,0,1
2025-11-04 22:10:00,0,1
2025-11-04 22:10:30,0,1
2025-11-04 22:11:00,0,1
2025-11-04 22:11:30,0,1
2025-11-04 22:12:00,0,1
2025-11-04 22:12:30,0,1
2025-11-04 22:13:00,0,1
2025-11-04 22:13:30,0,1
2025-11-04 22:14:00,0,1
2025-11-04 22:14:30,0,1
2025-11-04 22:15:00,0,1
2025-11-04 22:15:30,0,1
2025-11-04 22:16:00,0,1
2025-11-04 22:16:30,0,1
2025-11-04 22:17:00,0,1
2025-11-04 22:17:30,0,1
2025-11-04 22:18:00,0,1
2025-11-04 22:18:30,0,1
2025-11-04 22:19:00,0,1
2025-11-04 22:19:30,0,1
2025-11-04 22:20:00,0,1
2025-11-04 22:20:30,0,1
2025-11-04 22:21:00,0,1
2025-11-04 22:21:30,0,1
2025-11-04 22:22:00,0,1
2025-11-04 22:22:30,0,1
2025-11-04 22:23:00,0,1
2025-11-04 22:23:30,0,1
2025-11-04 22:24:00,0,1
2025-11-04 22:24:30,0,1
2025-11-04 22:25:00,0,1
2025-11-04 22:25:30,0,1
2025-11-04 22:26:00,0,1
2025-11-04 22:26:30,0,1
2025-11-04 22:27:00,0,1
2025-11-04 22:27:30,0,1
2025-11-04 22:28:00,0,1
2025-11-04 22:28:30,0,1
2025-11-04 22:29:00,0,1
2025-11-04 22:29:30,0,1
2025-11-04 22:30:00,0,1
2025-11-04 22:30:30,0,1
2025-11-04 22:31:00,0,1
2025-11-04 22:31:30,0,1
2025-11-04 22:32:00,0,1
2025-11-04 22:32:30,0,1
2025-11-04 22:33:00,0,1
2025-11-04 22:33:30,0,1
2025-11-04 22:34:00,0,1
2025-11-04 22:34:30,0,1
2025-11-04 22:35:00,0,1
2025-11-04 22:35:30,0,1
2025-11-04 22:36:00,0,1
2025-11-04 22:36:30,0,1
2025-11-04 22:37:00,0,1
2025-11-04 22:37:30,0,1
2025-11-04 22:38:00,0,1
2025-11-04 22:38:30,0,1
2025-11-04 22:39:00,0,1
2025-11-04 22:39:30,0,1
2025-11-04 22:40:00,0,1
2025-11-04 22:40:30,0,1
2025-11-04 22:41:00,0,1
2025-11-04 22:41:30,0,1
2025-11-04 22:42:00,0,1
2025-11-04 22:42:30,0,1
2025-11-04 22:43:00,0,1
2025-11-04 22:43:30,0,1
2025-11-04 22:44:00,0,1
2025-11-04 22:44:30,0,1
2025-11-04 22:45:00,0,1
2025-11-04 22:45:30,0,1
2025-11-04 22:46:00,0,1
2025-11-04 22:46:30,0,1
2025-11-04 22:47:00,0,1
2025-11-04 22:47:30,0,1
2025-11-04 22:48:00,0,1
2025-11-04 22:48:30,0,1
2025-11-04 22:49:00,0,1
2025-11-04 22:49:30,0,1
2025-11-04 22:50:00,0,1
2025-11-04 22:50:30,0,1
2025-11-04 22:51:00,0,1
2025-11-04 22:51:30,1,1
2025-11-04 22:52:00,1,1
2025-11-04 22:52:30,1,1
2025-11-04 22:53:00,1,1
2025-11-04 22:53:30,3,1
2025-11-04 22:54:00,3,1
2025-11-04 22:54:30,3,1
2025-11-04 22:55:00,3,1
2025-11-04 22:55:30,4,1
2025-11-04 22:56:00,4,1
2025-11-04 22:56:30,6,1
2025-11-04 22:57:00,7,1
2025-11-04 22:57:30,7,1
2025-11-04 22:58:00,8,1
2025-11-04 22:58:30,8,1
2025-11-04 22:59:00,8,1
2025-11-04 22:59:30,8,2
2025-11-04 23:00:00,8,2
2025-11-04 23:00:30,9,2
